cust_id,contact_type,duration,contact_num,p_days,p_outcome,y,date
92296,telephone,79,10,999,nonexistent,no,2008-06-10
27488,cellular,377,1,999,nonexistent,no,2008-07-05
46414,cellular,432,3,999,nonexistent,no,2008-08-19
77753,cellular,216,5,999,nonexistent,no,2008-07-20
42953,telephone,958,2,999,nonexistent,yes,2008-05-04
46554,cellular,61,1,999,failure,no,2009-05-09
38959,telephone,121,1,999,nonexistent,no,2008-05-05
50733,cellular,140,3,999,nonexistent,no,2009-05-17
33813,cellular,355,1,999,nonexistent,yes,2009-08-03
84283,cellular,136,1,999,nonexistent,no,2008-07-12
63192,cellular,243,5,999,nonexistent,no,2008-08-03
20471,telephone,79,1,999,nonexistent,no,2008-06-18
66534,telephone,210,2,999,nonexistent,no,2008-05-28
17218,cellular,191,1,999,nonexistent,no,2008-07-24
98815,cellular,251,1,999,nonexistent,no,2008-08-30
83004,telephone,274,6,999,nonexistent,no,2008-05-05
45103,cellular,115,3,999,nonexistent,no,2008-08-07
52495,cellular,69,1,999,nonexistent,no,2009-05-30
39455,telephone,105,1,999,nonexistent,no,2008-06-12
2574,telephone,109,9,999,nonexistent,no,2008-06-18
97640,cellular,692,4,999,failure,no,2009-05-15
57425,cellular,59,3,999,nonexistent,no,2009-04-09
74553,cellular,350,5,3,success,no,2009-11-28
97226,cellular,143,1,999,nonexistent,no,2008-07-30
89853,telephone,160,3,999,nonexistent,no,2008-06-22
59705,telephone,400,1,999,nonexistent,no,2008-07-13
29627,telephone,207,1,999,nonexistent,no,2008-05-22
82233,cellular,763,1,999,nonexistent,no,2009-05-16
43483,cellular,86,4,999,nonexistent,no,2009-05-23
14719,cellular,604,3,999,nonexistent,yes,2008-08-27
56951,cellular,757,2,999,nonexistent,no,2008-11-27
68546,telephone,281,4,999,nonexistent,no,2008-05-01
65,telephone,54,4,999,nonexistent,no,2008-11-27
42035,cellular,28,4,999,nonexistent,no,2008-11-23
10859,telephone,212,1,999,nonexistent,no,2008-08-13
89260,telephone,341,12,999,nonexistent,no,2008-05-15
17864,cellular,185,1,7,failure,yes,2010-03-04
3944,telephone,80,1,999,nonexistent,no,2010-06-28
3508,cellular,236,1,999,nonexistent,no,2008-07-14
53164,cellular,116,4,999,nonexistent,no,2009-04-20
31574,cellular,218,3,999,nonexistent,no,2008-07-10
18888,cellular,574,2,999,nonexistent,no,2008-07-11
3277,telephone,48,1,999,nonexistent,no,2008-05-27
38973,telephone,215,4,999,nonexistent,no,2008-05-26
68581,telephone,217,1,999,nonexistent,no,2008-05-10
66091,telephone,83,4,999,nonexistent,no,2008-06-18
95092,cellular,217,1,999,failure,no,2009-05-05
85859,cellular,420,4,999,nonexistent,no,2008-08-01
94296,cellular,93,1,999,failure,no,2008-11-03
84962,telephone,723,1,999,nonexistent,no,2008-05-02
35407,cellular,455,13,999,nonexistent,no,2008-07-21
17897,cellular,412,2,999,nonexistent,no,2009-05-30
26405,telephone,81,3,999,nonexistent,no,2008-08-08
53609,cellular,110,2,999,nonexistent,no,2008-07-27
10993,cellular,265,2,999,nonexistent,no,2010-03-13
37190,telephone,151,2,999,nonexistent,no,2008-05-24
5921,cellular,396,1,999,failure,no,2009-05-03
31048,telephone,483,1,999,nonexistent,no,2008-05-21
41329,cellular,58,2,999,nonexistent,no,2008-07-02
4349,telephone,60,2,999,nonexistent,no,2008-06-05
9402,telephone,104,5,999,nonexistent,no,2008-05-16
84848,cellular,312,3,6,success,yes,2010-08-06
49711,cellular,180,5,999,nonexistent,no,2008-07-21
16520,telephone,373,2,999,nonexistent,no,2008-06-27
66714,cellular,151,2,999,nonexistent,no,2008-07-09
36964,cellular,116,2,999,nonexistent,no,2009-05-17
32893,cellular,131,2,999,nonexistent,no,2009-05-20
39047,telephone,132,5,999,nonexistent,no,2008-05-02
53467,cellular,277,2,999,nonexistent,no,2009-05-02
91440,telephone,128,1,999,nonexistent,no,2008-06-09
38113,telephone,6,2,999,nonexistent,no,2008-07-25
52132,cellular,106,1,999,nonexistent,no,2009-07-26
76468,telephone,228,1,999,nonexistent,no,2008-05-24
4895,cellular,225,2,999,nonexistent,no,2009-05-27
51626,cellular,187,1,999,failure,no,2008-11-19
87253,telephone,680,2,999,nonexistent,no,2008-06-06
98495,cellular,802,1,999,nonexistent,yes,2008-11-03
29236,cellular,89,2,999,failure,no,2008-11-05
29253,cellular,212,1,999,nonexistent,no,2009-03-15
98073,cellular,888,3,999,nonexistent,yes,2009-05-22
6042,cellular,182,1,999,failure,yes,2009-11-27
78720,cellular,377,1,999,failure,no,2010-07-13
57701,telephone,28,2,999,nonexistent,no,2008-08-07
84008,cellular,903,4,999,nonexistent,yes,2009-05-27
72638,cellular,653,1,999,nonexistent,no,2009-04-07
25757,telephone,629,2,999,nonexistent,no,2008-05-29
5689,telephone,153,1,999,nonexistent,no,2008-06-02
7734,telephone,230,3,999,nonexistent,yes,2009-09-07
80646,telephone,234,2,999,nonexistent,no,2008-06-25
56891,telephone,134,2,999,nonexistent,no,2008-06-10
86939,cellular,60,1,999,nonexistent,no,2008-08-03
54116,telephone,73,4,999,nonexistent,no,2008-06-05
88473,telephone,176,2,999,nonexistent,no,2008-05-17
1535,cellular,146,2,999,nonexistent,no,2009-05-08
48091,telephone,155,3,999,nonexistent,no,2008-07-09
67804,telephone,258,1,999,nonexistent,no,2008-05-13
26610,telephone,8,2,999,nonexistent,no,2008-05-08
71570,cellular,6,2,999,nonexistent,no,2009-04-28
8173,cellular,38,2,999,nonexistent,no,2008-08-25
73534,cellular,60,1,999,nonexistent,no,2008-08-03
7516,cellular,41,1,999,nonexistent,no,2008-07-07
25044,cellular,567,3,13,failure,yes,2010-05-03
23102,telephone,398,1,999,nonexistent,no,2008-05-19
80648,telephone,136,3,999,nonexistent,no,2008-05-19
38466,telephone,208,2,999,nonexistent,no,2008-06-23
45429,cellular,61,3,999,nonexistent,no,2008-08-09
39924,telephone,199,1,999,nonexistent,no,2008-05-24
5228,telephone,256,1,999,nonexistent,yes,2009-08-25
56393,cellular,166,6,999,nonexistent,no,2008-07-07
16514,cellular,398,2,999,nonexistent,no,2008-08-11
29537,cellular,185,2,999,failure,no,2008-11-03
81194,cellular,159,3,999,nonexistent,no,2008-08-18
58776,cellular,106,1,999,nonexistent,no,2008-07-26
18440,telephone,275,2,999,nonexistent,no,2008-05-02
20616,telephone,62,2,999,nonexistent,no,2008-06-01
56515,telephone,67,2,999,nonexistent,no,2008-07-18
50522,telephone,158,5,999,nonexistent,no,2008-06-29
97064,telephone,612,2,999,nonexistent,no,2008-06-15
31616,cellular,72,2,999,nonexistent,no,2008-08-10
49629,cellular,190,2,999,nonexistent,no,2009-05-21
19319,cellular,301,1,999,nonexistent,no,2009-05-26
72453,telephone,374,2,999,nonexistent,no,2008-05-23
66542,cellular,57,4,999,failure,no,2008-11-16
43408,cellular,365,2,999,nonexistent,no,2009-05-18
67710,telephone,487,9,999,nonexistent,no,2008-07-11
29321,cellular,352,1,999,nonexistent,no,2008-11-22
48911,cellular,93,2,999,nonexistent,no,2008-11-23
58536,cellular,163,1,999,nonexistent,no,2008-08-04
17618,cellular,112,1,999,nonexistent,no,2008-07-12
64466,cellular,141,3,999,nonexistent,no,2008-07-16
83123,cellular,402,2,999,nonexistent,no,2009-08-11
98892,cellular,115,5,999,nonexistent,no,2009-05-21
56416,telephone,332,2,999,nonexistent,no,2008-05-23
10452,cellular,237,4,999,nonexistent,no,2009-05-20
61459,telephone,242,6,999,nonexistent,no,2008-06-23
43892,cellular,157,3,999,nonexistent,no,2008-11-25
5351,cellular,208,2,999,failure,yes,2009-05-08
25948,cellular,266,2,999,nonexistent,no,2009-04-09
88546,telephone,187,4,999,nonexistent,no,2008-05-27
24399,telephone,233,2,999,nonexistent,no,2008-05-24
41649,cellular,1090,1,999,nonexistent,no,2009-04-18
83894,cellular,285,1,999,nonexistent,no,2008-07-16
25716,telephone,69,4,999,nonexistent,no,2008-06-08
17309,cellular,78,1,999,nonexistent,no,2009-08-06
80412,cellular,107,1,999,nonexistent,no,2008-11-01
93197,cellular,161,3,999,nonexistent,no,2008-11-07
48793,telephone,134,1,999,nonexistent,no,2008-05-04
35486,cellular,181,3,999,nonexistent,no,2008-08-24
46941,telephone,201,5,999,nonexistent,no,2008-07-07
65234,cellular,193,1,999,nonexistent,no,2010-11-24
29972,telephone,626,2,999,nonexistent,no,2008-06-20
98951,telephone,74,1,999,nonexistent,no,2008-05-03
48498,cellular,79,3,999,failure,no,2009-05-30
75886,telephone,118,3,999,nonexistent,no,2008-06-13
70902,cellular,606,3,999,nonexistent,yes,2009-05-27
96604,cellular,134,1,999,nonexistent,no,2008-07-30
13621,cellular,222,1,12,success,yes,2010-03-19
38434,telephone,345,4,999,nonexistent,no,2008-06-08
54312,cellular,199,3,999,nonexistent,no,2009-05-03
5238,telephone,295,1,999,nonexistent,no,2008-06-20
61151,cellular,88,1,999,nonexistent,no,2009-05-17
3077,telephone,102,1,999,nonexistent,no,2008-07-08
75897,cellular,121,1,999,nonexistent,no,2008-07-15
69265,telephone,108,2,999,nonexistent,no,2008-05-22
92212,cellular,135,3,999,nonexistent,no,2008-07-27
37492,telephone,201,1,999,nonexistent,no,2008-11-05
56326,cellular,290,2,999,nonexistent,no,2009-05-29
76369,telephone,176,5,999,nonexistent,no,2008-05-12
37882,telephone,55,4,999,nonexistent,no,2008-05-12
75556,cellular,241,4,999,nonexistent,no,2008-07-04
10068,cellular,293,3,999,nonexistent,no,2009-05-03
70722,telephone,157,2,999,nonexistent,no,2008-06-26
51874,cellular,96,4,999,nonexistent,no,2009-04-10
17768,cellular,333,19,999,nonexistent,no,2008-07-01
28085,cellular,117,1,999,nonexistent,no,2008-08-12
29333,telephone,331,3,999,nonexistent,no,2008-05-19
43179,cellular,343,4,999,nonexistent,no,2008-08-12
26754,cellular,154,2,999,nonexistent,no,2008-11-15
42809,cellular,294,1,999,nonexistent,yes,2009-06-02
95742,cellular,49,1,999,nonexistent,no,2009-05-27
44407,cellular,177,1,999,nonexistent,no,2008-07-17
89337,cellular,87,1,999,nonexistent,no,2008-08-08
51532,telephone,589,1,999,nonexistent,no,2008-05-25
42796,cellular,285,8,999,nonexistent,yes,2009-03-23
10806,telephone,182,2,999,nonexistent,no,2008-05-28
57156,telephone,47,1,999,nonexistent,no,2008-07-21
88298,cellular,259,1,999,nonexistent,no,2008-07-13
94286,telephone,104,2,999,nonexistent,no,2008-06-21
68035,cellular,80,5,999,nonexistent,no,2008-07-14
31699,telephone,282,2,999,nonexistent,no,2008-05-07
21618,cellular,1101,1,999,nonexistent,no,2009-05-27
6695,cellular,240,3,999,nonexistent,no,2008-07-09
1518,cellular,80,1,999,nonexistent,no,2008-08-19
59653,cellular,59,1,999,nonexistent,no,2008-11-05
89111,cellular,27,10,999,nonexistent,no,2008-08-22
72320,telephone,202,2,999,nonexistent,no,2008-05-16
41471,cellular,263,1,999,nonexistent,no,2008-07-17
53084,cellular,133,1,999,nonexistent,no,2008-08-25
79655,cellular,11,2,999,nonexistent,no,2008-11-29
29913,telephone,101,1,999,nonexistent,no,2008-05-30
24215,telephone,67,2,999,nonexistent,no,2008-05-19
54839,cellular,172,2,999,nonexistent,no,2008-11-22
43687,telephone,73,3,999,nonexistent,no,2008-06-06
15409,telephone,18,6,999,nonexistent,no,2008-06-24
83738,telephone,96,2,999,nonexistent,no,2008-05-27
38206,telephone,456,9,999,nonexistent,no,2008-05-29
91378,cellular,359,2,999,nonexistent,no,2009-07-22
96345,telephone,357,1,999,nonexistent,no,2008-05-25
93685,cellular,711,1,999,nonexistent,no,2008-07-17
66407,telephone,260,3,999,nonexistent,no,2008-05-25
23415,telephone,109,7,999,nonexistent,no,2008-05-18
37570,cellular,408,1,999,nonexistent,no,2008-11-18
48773,telephone,238,6,999,nonexistent,no,2008-06-17
43582,cellular,78,1,999,failure,no,2009-08-20
4881,cellular,17,8,999,nonexistent,no,2009-05-14
55804,cellular,59,1,999,nonexistent,no,2009-05-27
57574,cellular,160,1,999,nonexistent,no,2008-07-02
60412,cellular,956,1,999,nonexistent,no,2009-12-15
2100,cellular,33,3,999,nonexistent,no,2009-05-24
70243,telephone,38,1,999,nonexistent,no,2008-06-09
22440,cellular,242,1,999,nonexistent,no,2008-07-02
9704,cellular,452,2,999,nonexistent,no,2008-08-26
6983,cellular,335,1,999,failure,no,2009-04-20
90100,cellular,554,1,999,nonexistent,no,2008-07-23
54884,telephone,152,1,999,nonexistent,no,2008-05-05
40278,telephone,62,1,999,nonexistent,no,2008-05-25
72504,cellular,217,1,999,nonexistent,no,2009-05-04
93293,cellular,681,5,999,nonexistent,no,2009-05-07
30129,cellular,158,2,999,nonexistent,yes,2010-04-19
66026,telephone,130,3,999,nonexistent,no,2008-06-27
12113,telephone,420,2,999,nonexistent,no,2008-05-07
17647,cellular,77,2,999,nonexistent,no,2008-08-17
55965,cellular,519,1,999,failure,no,2009-04-02
24192,telephone,120,2,999,nonexistent,no,2008-05-30
6449,telephone,338,1,999,nonexistent,no,2008-06-08
86616,telephone,332,2,3,success,no,2009-11-15
75278,telephone,446,3,999,nonexistent,no,2008-05-09
57552,telephone,41,5,999,nonexistent,no,2008-06-07
43452,cellular,83,1,999,nonexistent,no,2009-04-25
79248,cellular,66,31,999,nonexistent,no,2008-07-26
89935,telephone,730,2,999,nonexistent,no,2008-05-02
7783,telephone,194,2,999,nonexistent,no,2008-05-12
10486,cellular,174,1,3,success,yes,2010-03-22
86909,cellular,111,2,999,failure,no,2009-06-01
49311,telephone,185,1,999,nonexistent,no,2008-07-11
5045,cellular,132,2,999,nonexistent,no,2009-04-30
24589,telephone,27,1,999,nonexistent,no,2008-05-13
93067,cellular,235,2,999,nonexistent,no,2009-05-08
6140,telephone,306,3,999,nonexistent,no,2008-05-16
8644,cellular,168,1,4,success,no,2009-10-10
8907,cellular,102,2,999,nonexistent,no,2008-07-08
86374,telephone,475,4,999,nonexistent,no,2008-05-07
38776,telephone,110,2,999,nonexistent,no,2008-05-20
51442,telephone,141,1,999,nonexistent,no,2008-06-30
37566,telephone,348,1,999,nonexistent,no,2008-06-28
65140,cellular,40,2,999,nonexistent,no,2008-08-01
60601,cellular,411,1,999,nonexistent,yes,2010-08-30
90714,cellular,158,1,999,failure,no,2008-11-03
19538,cellular,96,2,999,nonexistent,no,2008-11-25
14264,cellular,93,1,999,nonexistent,no,2008-11-09
5251,cellular,267,2,999,nonexistent,yes,2009-08-12
73762,telephone,247,1,999,nonexistent,no,2008-05-03
62720,cellular,308,1,999,failure,no,2008-11-23
79333,telephone,93,1,999,nonexistent,no,2008-05-20
56306,cellular,17,7,999,nonexistent,no,2009-05-28
92879,cellular,64,5,999,nonexistent,no,2009-05-10
85702,telephone,318,2,999,nonexistent,no,2008-05-25
97459,cellular,333,2,999,nonexistent,no,2008-07-24
1916,cellular,398,4,999,failure,yes,2009-08-16
77413,telephone,110,1,999,nonexistent,no,2008-05-27
20973,telephone,501,2,999,nonexistent,no,2008-05-20
34812,telephone,133,1,999,nonexistent,no,2008-06-20
8923,telephone,368,1,999,nonexistent,no,2008-11-03
17845,cellular,334,1,999,nonexistent,no,2008-11-14
46729,cellular,720,1,999,nonexistent,yes,2009-05-24
48399,cellular,116,2,999,nonexistent,no,2008-11-24
8579,cellular,206,7,999,failure,no,2010-09-01
39465,cellular,101,1,999,nonexistent,no,2009-05-08
68877,telephone,150,2,999,nonexistent,no,2008-06-24
48414,cellular,194,3,999,nonexistent,no,2008-08-05
95403,cellular,497,5,999,nonexistent,no,2008-07-30
4601,cellular,275,4,999,nonexistent,no,2008-07-11
68607,cellular,71,3,999,nonexistent,no,2008-11-03
56207,cellular,54,1,999,nonexistent,no,2008-07-19
83769,cellular,111,1,999,nonexistent,yes,2009-04-26
89681,telephone,40,2,999,nonexistent,no,2008-06-07
67100,cellular,200,2,999,nonexistent,no,2008-07-12
60542,telephone,173,3,999,nonexistent,no,2008-06-25
88407,telephone,137,2,999,nonexistent,no,2008-05-15
83678,telephone,378,1,999,nonexistent,no,2008-05-08
14594,cellular,293,1,1,success,no,2009-04-22
87910,telephone,70,1,999,nonexistent,no,2008-05-29
85331,telephone,1089,2,999,nonexistent,yes,2008-07-24
64623,telephone,145,1,999,nonexistent,no,2008-06-09
20161,cellular,153,3,999,nonexistent,no,2008-07-29
25803,cellular,66,1,999,nonexistent,no,2008-07-28
76837,cellular,195,1,999,failure,no,2008-11-03
97375,cellular,59,2,999,nonexistent,no,2008-07-02
53664,telephone,141,4,999,nonexistent,no,2008-06-18
23478,cellular,1145,1,999,failure,no,2009-05-23
86598,cellular,305,1,999,nonexistent,no,2008-07-02
92254,cellular,295,1,999,failure,no,2009-05-05
56134,cellular,269,2,999,nonexistent,no,2009-05-28
93879,cellular,258,1,2,success,yes,2009-04-29
97589,cellular,173,2,999,nonexistent,no,2008-08-24
95284,cellular,114,1,6,success,no,2009-10-03
25065,cellular,61,3,999,nonexistent,no,2008-07-25
25155,cellular,56,2,999,nonexistent,no,2008-08-18
25745,cellular,48,1,999,failure,no,2009-04-28
73184,telephone,591,3,999,nonexistent,no,2008-05-05
60775,telephone,363,1,999,nonexistent,no,2008-06-25
38895,cellular,979,3,999,nonexistent,no,2008-07-22
363,telephone,125,2,999,nonexistent,no,2008-05-20
527,cellular,184,2,999,nonexistent,no,2009-04-15
90257,cellular,95,1,999,nonexistent,no,2009-04-09
43178,cellular,285,5,999,nonexistent,no,2008-07-05
80692,telephone,698,1,999,nonexistent,yes,2008-08-06
64319,cellular,82,2,999,nonexistent,no,2008-08-16
15013,telephone,299,5,999,nonexistent,no,2008-05-20
10713,telephone,523,1,999,nonexistent,no,2008-05-03
72378,telephone,90,1,999,nonexistent,no,2008-07-15
20938,cellular,432,3,999,nonexistent,no,2009-05-25
52616,telephone,79,31,999,nonexistent,no,2008-06-29
1605,cellular,371,1,999,failure,yes,2009-10-20
32888,cellular,955,2,999,nonexistent,yes,2009-05-26
61384,cellular,49,2,999,nonexistent,no,2008-07-12
15143,telephone,83,1,999,nonexistent,no,2008-05-26
31490,telephone,81,3,999,nonexistent,no,2008-06-20
31647,cellular,171,3,999,failure,no,2010-08-24
81320,cellular,88,1,999,nonexistent,no,2008-08-04
30895,cellular,58,1,999,nonexistent,no,2008-07-13
44672,cellular,56,2,999,nonexistent,no,2008-08-12
34254,cellular,996,1,999,nonexistent,yes,2008-08-01
59454,cellular,36,1,999,nonexistent,no,2008-08-25
22238,cellular,378,3,12,success,no,2010-04-13
86757,telephone,34,1,999,nonexistent,no,2008-06-19
41315,cellular,213,1,999,nonexistent,no,2008-07-03
89620,telephone,159,1,999,failure,no,2009-05-22
23823,cellular,1310,2,999,nonexistent,yes,2008-07-05
45304,cellular,203,7,999,nonexistent,no,2008-08-04
6911,cellular,253,1,999,failure,yes,2010-10-13
88908,cellular,245,2,999,nonexistent,no,2010-08-03
32010,cellular,358,7,999,nonexistent,no,2009-05-26
98405,telephone,62,2,999,nonexistent,no,2008-06-23
7818,telephone,328,2,999,nonexistent,no,2008-07-29
81213,cellular,22,6,999,nonexistent,no,2009-05-26
4956,cellular,160,1,999,nonexistent,no,2009-07-30
21153,cellular,353,2,999,nonexistent,yes,2009-08-21
47080,cellular,1096,1,999,nonexistent,no,2009-04-07
64440,cellular,119,1,999,nonexistent,no,2008-08-18
23990,telephone,106,3,999,nonexistent,no,2008-05-30
42739,cellular,363,2,10,success,yes,2009-03-12
44827,telephone,145,4,999,nonexistent,no,2008-05-09
16716,cellular,58,3,999,nonexistent,no,2009-04-27
16844,cellular,223,3,999,nonexistent,no,2008-07-29
75655,cellular,137,2,999,nonexistent,no,2009-05-12
3015,cellular,474,2,999,nonexistent,no,2009-05-25
96440,cellular,433,1,999,nonexistent,no,2009-05-30
11231,telephone,384,1,999,nonexistent,no,2008-05-06
14764,telephone,98,2,999,nonexistent,no,2008-05-18
47729,cellular,251,3,999,nonexistent,no,2008-08-20
32753,cellular,107,1,999,nonexistent,no,2008-07-21
16255,cellular,465,1,999,nonexistent,no,2008-11-03
90867,cellular,288,2,999,nonexistent,no,2008-07-11
14470,cellular,125,1,999,nonexistent,no,2009-10-07
70646,telephone,203,1,999,nonexistent,no,2008-05-26
92289,cellular,275,1,999,nonexistent,yes,2009-06-07
71161,cellular,166,2,999,nonexistent,no,2008-08-12
14495,cellular,212,1,999,nonexistent,no,2008-07-03
80037,cellular,63,2,999,nonexistent,no,2008-07-23
70552,telephone,354,5,999,nonexistent,no,2008-06-28
36234,telephone,197,4,999,nonexistent,no,2008-05-19
46660,telephone,214,2,999,nonexistent,no,2008-06-09
32841,cellular,94,4,999,nonexistent,no,2008-08-24
17096,telephone,292,1,999,nonexistent,no,2008-05-23
9636,cellular,292,1,999,nonexistent,no,2008-08-28
96174,cellular,341,1,999,nonexistent,no,2009-04-03
95257,cellular,727,2,999,nonexistent,no,2009-04-24
19823,cellular,212,1,999,failure,no,2010-11-24
51467,telephone,84,14,999,nonexistent,no,2008-05-15
19312,cellular,236,1,999,failure,no,2009-05-14
65457,telephone,180,5,999,nonexistent,no,2008-07-04
5501,telephone,494,2,999,nonexistent,no,2008-07-06
70420,cellular,161,4,999,nonexistent,no,2010-08-05
59277,telephone,227,4,999,nonexistent,no,2008-05-18
1775,cellular,121,3,999,nonexistent,no,2008-07-06
35842,cellular,679,1,999,nonexistent,no,2008-08-17
59674,cellular,245,1,999,nonexistent,no,2009-05-25
42190,telephone,67,1,999,nonexistent,no,2008-05-24
87298,cellular,273,1,999,nonexistent,no,2009-06-12
32133,cellular,590,3,999,nonexistent,yes,2008-07-27
14784,telephone,63,3,999,nonexistent,no,2008-06-20
79982,telephone,317,1,999,nonexistent,no,2008-05-10
87389,cellular,837,1,999,failure,no,2009-09-03
51730,cellular,83,9,999,failure,no,2009-05-06
42998,cellular,147,3,999,nonexistent,no,2008-08-18
72890,cellular,288,1,999,nonexistent,yes,2009-06-27
87862,cellular,109,1,999,nonexistent,no,2008-08-05
56628,cellular,196,1,999,nonexistent,no,2008-11-28
95931,cellular,1788,2,999,nonexistent,yes,2008-11-03
83464,cellular,40,1,999,failure,no,2009-05-25
5647,cellular,94,1,999,nonexistent,no,2009-05-02
67754,cellular,313,2,999,failure,yes,2009-08-20
28252,telephone,404,4,999,nonexistent,no,2008-05-11
22935,telephone,1003,3,999,nonexistent,yes,2009-10-10
84019,telephone,466,2,999,nonexistent,no,2008-05-03
18529,cellular,73,2,999,nonexistent,no,2009-05-25
58625,telephone,17,1,999,nonexistent,no,2010-10-13
73810,telephone,482,2,999,nonexistent,no,2008-05-13
51950,cellular,52,3,999,nonexistent,no,2008-11-23
5582,cellular,241,2,999,failure,no,2008-11-23
4006,telephone,300,4,999,nonexistent,no,2008-05-23
30920,telephone,165,5,999,nonexistent,no,2008-05-10
33872,cellular,103,1,999,nonexistent,no,2008-07-10
53718,telephone,98,1,999,nonexistent,no,2008-06-16
88708,telephone,188,1,999,nonexistent,no,2008-05-24
37213,telephone,216,3,999,failure,yes,2010-04-25
7204,telephone,383,1,999,nonexistent,no,2008-06-29
18938,cellular,265,2,999,nonexistent,yes,2010-03-06
27371,telephone,121,1,999,nonexistent,no,2008-05-13
33865,telephone,73,5,999,nonexistent,no,2008-07-17
90121,cellular,321,3,999,failure,no,2008-11-13
47987,telephone,155,1,999,nonexistent,no,2008-05-09
88785,telephone,46,1,999,nonexistent,no,2010-06-03
55818,cellular,220,1,999,nonexistent,yes,2009-08-23
971,cellular,236,2,999,nonexistent,no,2009-07-16
54188,telephone,200,4,999,nonexistent,no,2008-05-15
22802,telephone,44,2,999,nonexistent,no,2008-06-06
21976,telephone,117,1,999,nonexistent,no,2008-05-13
53903,cellular,98,2,999,failure,no,2009-05-10
95351,telephone,93,11,999,nonexistent,no,2008-07-12
9771,cellular,345,1,999,nonexistent,no,2008-08-05
15291,telephone,25,1,999,nonexistent,no,2008-05-28
51749,cellular,143,1,999,failure,no,2009-05-08
17682,telephone,51,1,999,nonexistent,no,2009-05-13
83604,telephone,131,10,999,nonexistent,no,2008-06-17
38910,telephone,264,1,999,nonexistent,no,2008-05-16
87019,telephone,207,3,999,nonexistent,no,2008-05-11
35032,telephone,18,1,999,nonexistent,no,2008-05-04
24141,cellular,291,3,999,nonexistent,no,2008-08-10
1805,cellular,273,2,999,failure,no,2008-11-04
81793,telephone,595,1,999,nonexistent,yes,2009-12-15
36283,telephone,543,3,999,nonexistent,no,2008-05-12
23991,telephone,89,3,999,nonexistent,no,2008-06-30
39090,cellular,175,11,999,nonexistent,no,2008-07-17
67161,cellular,140,1,999,nonexistent,no,2008-11-12
82800,telephone,135,2,999,nonexistent,no,2008-05-01
37862,cellular,106,1,999,nonexistent,no,2009-06-07
91219,cellular,154,2,999,nonexistent,no,2008-07-17
77588,cellular,181,4,6,success,yes,2009-11-28
31013,telephone,253,16,999,nonexistent,no,2008-05-26
33193,cellular,190,1,999,nonexistent,no,2008-07-22
86445,cellular,128,1,999,nonexistent,no,2008-11-07
7850,cellular,183,2,999,failure,no,2008-11-16
8952,cellular,821,1,999,nonexistent,no,2008-07-21
88259,telephone,217,2,999,nonexistent,no,2008-05-18
21781,cellular,223,1,999,nonexistent,no,2009-05-05
97953,cellular,141,1,999,nonexistent,no,2008-08-03
92769,cellular,174,2,999,nonexistent,no,2009-05-07
18544,cellular,13,11,999,nonexistent,no,2009-05-03
46484,cellular,127,1,999,failure,no,2010-09-27
83666,cellular,90,2,999,nonexistent,no,2009-04-05
50235,cellular,98,2,999,nonexistent,no,2009-08-21
87952,cellular,446,6,999,failure,no,2009-05-01
85508,cellular,88,1,999,nonexistent,no,2008-08-22
71380,cellular,296,1,999,nonexistent,no,2008-07-08
7013,cellular,781,2,999,nonexistent,yes,2008-07-07
64123,cellular,239,2,999,nonexistent,no,2008-08-22
76031,cellular,135,1,999,nonexistent,no,2009-08-18
50208,cellular,116,1,999,nonexistent,no,2008-08-09
95154,telephone,1205,1,999,nonexistent,yes,2008-05-20
77063,telephone,193,4,999,nonexistent,no,2008-06-23
87854,telephone,800,1,999,nonexistent,no,2008-06-24
24942,cellular,138,1,999,nonexistent,no,2008-11-30
65861,telephone,242,4,999,nonexistent,no,2008-07-12
8233,telephone,496,3,999,nonexistent,no,2008-05-16
74206,cellular,114,2,999,nonexistent,no,2009-05-24
90820,cellular,80,1,999,nonexistent,no,2008-11-18
48724,cellular,473,2,999,failure,yes,2009-12-03
51965,cellular,191,1,999,nonexistent,no,2008-08-01
9888,telephone,370,2,999,nonexistent,no,2008-06-02
12310,cellular,863,1,3,success,yes,2009-05-05
72527,cellular,595,2,6,success,yes,2009-10-08
16705,cellular,78,1,999,failure,yes,2009-10-17
94389,telephone,368,12,999,nonexistent,no,2008-06-07
88322,cellular,493,1,999,nonexistent,no,2008-08-16
45816,telephone,160,2,999,nonexistent,no,2008-06-20
59827,telephone,528,1,999,nonexistent,no,2008-05-28
54287,cellular,115,1,999,nonexistent,no,2008-11-17
17014,cellular,209,1,999,nonexistent,no,2008-07-20
22993,telephone,237,1,999,nonexistent,no,2008-05-28
98208,telephone,2769,4,999,nonexistent,yes,2008-06-19
21171,cellular,383,1,3,success,yes,2010-06-25
67390,telephone,68,1,999,nonexistent,no,2008-05-03
74768,cellular,99,1,999,failure,no,2009-08-03
28653,cellular,423,1,999,nonexistent,yes,2009-05-09
83700,cellular,251,2,999,nonexistent,yes,2009-10-24
22443,telephone,216,3,999,nonexistent,no,2008-05-15
39486,telephone,757,2,999,nonexistent,no,2008-06-18
46543,telephone,349,2,999,nonexistent,no,2008-06-23
24338,telephone,26,2,999,nonexistent,no,2008-05-21
95980,cellular,96,1,999,nonexistent,no,2009-04-24
44790,cellular,108,1,999,nonexistent,no,2008-07-18
39133,telephone,496,4,999,nonexistent,no,2008-05-29
